tree_id,species,latitude,longitude
101517, Saucer Magnolia,37.80477935,-122.40956329999999
14582, Maidenhair Tree,37.77051464,-122.44550559999999
15759, Swamp Myrtle,37.72263968,-122.43622749999999
138028, Blue Gum,37.78743776,-122.42688700000001
112729, Monterey Pine,37.74276997,-122.40821809999998
136050, Yoshino Cherry,37.77577393,-122.42763570000001
29409,Unknown,37.72205242,-122.39025819999999
130811, Southern Magnolia,37.79368088,-122.43267800000001
204292, Strawberry Tree,37.75482083,-122.46517220000001
94816, Hybrid Strawberry Tree,37.78787566,-122.45605079999999
1520, Victorian Box,37.78347874,-122.4589222
65220, Cherry Plum,37.721823799999996,-122.43490800000001
213145, New Zealand Xmas Tree,37.72189244,-122.4573626
27761, Brisbane Box,37.75013923,-122.3884733
206735, Washington Hawthorn,37.73975728,-122.46924820000001
193228, Southern Magnolia,37.78041286,-122.40647659999998
91273, Shoestring Acacia,37.7529047,-122.4231186
222690, Island oak,37.75498143,-122.40743359999999
206508, English Hawthorn,37.75798161,-122.4744248
100482, Laurel Fig,37.76803328,-122.4132503
73754, Bailey's Acacia,37.80251017,-122.40968429999998
189543, Spotted Gum,37.77052039,-122.3865543
209424, Mayten,37.76059934,-122.46706370000001
230435, Southern Magnolia,37.74505881,-122.41390349999999
5366, Southern Magnolia,37.76559531,-122.4263203
231161, Santa Cruz Ironwood,37.75262637,-122.419657
204332, Strawberry Tree,37.72826055,-122.4644473
191181, Golden Rain Tree,37.77090341,-122.39940049999998
235040, Victorian Box,37.75514134,-122.43551299999999
14485, Maidenhair Tree,37.77900757,-122.4472187
111972, Olive Tree,37.73433034,-122.39756409999998
123527, Hybrid Strawberry Tree,37.77393245,-122.46248419999999
183438, Australian Tea Tree,37.74062767,-122.4829594
245521, Dracena Palm,37.76505158,-122.4478402
241467, Swamp Myrtle,37.75235373,-122.44082150000001
89379, Hybrid Strawberry Tree,37.7793356,-122.46063559999999
1337, Karo Tree,37.74514043,-122.44527430000001
31645, New Zealand Xmas Tree,37.73997613,-122.50468810000001
9343, Glossy Privet,37.74216257,-122.4399902
126199, Red Flowering Gum,37.79192934,-122.44538590000002
182218, Champa,37.75724961,-122.4946551
206505, English Hawthorn,37.75163831,-122.4666051
5574, Southern Magnolia,37.75287064,-122.4253905
129666, Glossy Privet,37.80615993,-122.41193179999999
241719, Swamp Myrtle,37.7467553,-122.40867209999999
214411, Ornamental Cherry,37.74112868,-122.4587022
62192, Victorian Box,37.72485103,-122.44076940000001
230819, Southern Magnolia,37.76081368,-122.43732560000001
3237, Sycamore: London Plane,37.78573911,-122.4592702
67578, Flowering Plum,37.76462442,-122.39779579999998
17648, Brisbane Box,37.74112632,-122.3902298
126339, Red Flowering Gum,37.79488035,-122.4018493
234603, Sycamore: London Plane,37.75540837,-122.4343852
101454, Brisbane Box,37.76831024,-122.4039712
75361, Mayten,37.77495603,-122.4767632
142402, Red Flowering Gum,37.78603917,-122.45118590000001
95740, Italian Buckthorn,37.723206299999994,-122.42502959999999
203600, Peppermint willow 'After Dark',37.71580136,-122.4592981
201699, Brisbane Box,37.77384185,-122.4087909
211429, Karo Tree,37.73924896,-122.44401
236329, Cherry Plum,37.76031945,-122.41886709999999
108041, Pittosporum spp,37.75819888,-122.47284350000001
119060, Olive Tree,37.77845522,-122.5049635
5665, Southern Magnolia,37.74737327,-122.42458400000001
245788, Dracena Palm,37.73679358,-122.4333123
230183, Southern Magnolia,37.76618725,-122.4268607
32721, Samuel Sommer Magnolia,37.78719696,-122.4164491
121766, Swamp Myrtle,37.75076495,-122.3865132
8558, Sycamore: London Plane,37.78323024,-122.4388863
222871, Chinese Hackberry,37.73944426,-122.4227466
35214, Hybrid Strawberry Tree,37.781229700000004,-122.5005324
230197, Southern Magnolia,37.76158631,-122.4393595
65641, New Zealand Xmas Tree,37.77874774,-122.507135
229453, Southern Magnolia,37.77463254,-122.42750579999999
52673, Strawberry Tree,37.77537319,-122.49721740000001
1711, Golden Wattle,37.73375751,-122.38508
218614, Swamp Myrtle,37.75398691,-122.47531770000002
129594, Glossy Privet,37.79388104,-122.42388259999998
54243,Unknown,37.77760274,-122.45061100000001
25695, Sycamore: London Plane,37.78269486,-122.38798510000001
230893, Mayten,37.73581868,-122.4361341
41831, Cherry Plum,37.76265678,-122.47280320000002
194157, Olive Tree,37.76584662,-122.4025758
126270, Red Flowering Gum,37.80573767,-122.41962609999999
22583, Red Flowering Gum,37.78183909,-122.42099180000001
91009, Victorian Box,37.77730075,-122.46133859999999
2406, American Sweet Gum,37.75069392,-122.40881670000002
224869, Indian Laurel Fig Tree 'Green Gem',37.75541738,-122.4401659
12918, Australian Tea Tree,37.71167689,-122.45223349999999
247458, Sycamore: London Plane,37.77332518,-122.43532450000001
141086, Banyan Fig,37.78160007,-122.4552356
197492, California Pepper,37.75239027,-122.39382990000001
90794, Peppermint Willow,37.773785700000005,-122.4970042
190605, Maidenhair Tree,37.76774672,-122.39014409999999
17881, Olive Tree,37.78806671,-122.4322373
231891, Mayten,37.77133358,-122.4318986
30079, Monterey Pine,37.71172889,-122.46344209999998
42962, Indian Laurel Fig Tree 'Green Gem',37.79225576,-122.4367347
229773, Jacaranda,37.75376598,-122.4033215
235868, Cherry Plum,37.76112575,-122.40897779999999
223548, Bronze Loquat,37.76631052,-122.4461033
191046, Purple Hopseed Bush,37.75533043,-122.3997063
1716, Sweet Bay: Grecian Laurel,37.79625914,-122.4006658
226351, Jacaranda,37.75528849,-122.4200446
188151, Hybrid Strawberry Tree,37.77248034,-122.3897947
124969, Blackwood Acacia,37.80016444,-122.44659340000001
233361, Chinese Pistache,37.76405861,-122.42335159999999
235531, Sycamore: London Plane,37.76641607,-122.4152979
86229, Hybrid Strawberry Tree,37.74196254,-122.4819811
10995, Kwanzan Flowering Cherry,37.7395276,-122.3871922
265206, Brisbane Box,37.78551855,-122.4229648
53157, Swamp Myrtle,37.7341302,-122.39304479999998
137597, Lemon Bottlebrush,37.777955299999995,-122.43491359999999
183612, Ornamental Cherry,37.74961352,-122.4773034
20645, New Zealand Xmas Tree,37.7589162,-122.49563470000001
61561, Glossy Privet,37.75472558,-122.4001415
233099, Olive Tree,37.7496961,-122.43486659999999
231260, New Zealand Xmas Tree,37.75914393,-122.42481529999999
10835, New Zealand Xmas Tree,37.7323951,-122.3802483
27915, Sycamore: London Plane,37.78105676,-122.3886575
126895, Indian Laurel Fig Tree 'Green Gem',37.7917086,-122.44813500000001
124188, Hybrid Strawberry Tree,37.77993337,-122.45774440000001
40829, Ornamental Pear,37.79182353,-122.39331909999999
81238, Chinese Elm,37.77245296,-122.4131041
242614, Chinese Elm,37.74243187,-122.4196282
120776, Evergreen Pear,37.78628798,-122.48097299999999
8080, Shamel Ash: Evergreen Ash,37.77774334,-122.42744740000002
51039, Cherry Plum,37.7767218,-122.432202
91962, Victorian Box,37.76428975,-122.45929609999999
207084, Sweet Bay: Grecian Laurel,37.74927339,-122.4664366
122917, Indian Laurel Fig Tree 'Green Gem',37.78421217,-122.47087520000001
60784, Cherry Plum,37.78030327,-122.44815859999999
98771, Victorian Box,37.80425194,-122.43244550000001
109113, Yew Pine,37.76021162,-122.41721129999999
200878, Maidenhair Tree,37.7659755,-122.40285800000001
106185, Honey Locust 'Aurea',37.74124877,-122.4709386
242613, Chinese Elm,37.74440353,-122.41740379999999
4212, Lemon Bottlebrush,37.74757247,-122.4280021
137974, Mayten,37.78591027,-122.42777659999999
237101, Kwanzan Flowering Cherry,37.76306368,-122.4230054
30866, Indian Laurel Fig Tree 'Green Gem',37.71570284,-122.40278740000001
34511, Brisbane Box,37.78619932,-122.393859
184487, Banyan Fig,37.75206187,-122.49880900000001
142299, Mayten,37.77542382,-122.4415216
240522, Brazilian Pepper,37.73713695,-122.4393692
202691, Brisbane Box,37.77119702,-122.3885047
249671, European White Birch,37.7931883,-122.4448231
125844, Lemon Bottlebrush,37.7958859,-122.4215615
131761, Myoporum,37.79379257,-122.4151491
231899, Mayten,37.77058329,-122.43174109999998
205572, Strawberry Tree,37.73786469,-122.46335659999998
197081, Evergreen Pear,37.76307264,-122.3894057
197323, Southern Live Oak,37.76964012,-122.3877209
29194, Hybrid Strawberry Tree,37.75145675,-122.49565729999999
189138, California Buckeye,37.74675699,-122.3882855
180092, Swamp Myrtle,37.71768736,-122.4425162
28905, Victorian Box,37.77958336,-122.40265559999999
146932, Little Gem Magnolia,37.77691039,-122.50393159999999
236473, Cherry Plum,37.73990757,-122.4158842
38890, Victorian Box,37.78449769,-122.45805630000001
61668, Cherry Plum,37.76654569,-122.42876809999998
210990, Spruce Spp,37.7214691,-122.46888179999999
214363, English laurel,37.75925804,-122.4723362
72320, Hybrid Strawberry Tree,37.77653827,-122.45973559999999
185687, Coast Live Oak,37.74687709,-122.49497020000001
116577, Shrub,37.73243549,-122.4748709
204406, Lemon Bottlebrush,37.76140338,-122.4629972
179782, Brush Cherry,37.73101221,-122.42580430000001
91571, Ornamental Cherry,37.71527729,-122.40648870000001
213403, Kwanzan Flowering Cherry,37.74834508,-122.47507179999998
183213, Sweet Hakea Tree,37.74520127,-122.5017182
182692, Hybrid Strawberry Tree,37.75596591,-122.4779437
133908, Sycamore: London Plane,37.79251445,-122.44182749999999
91238, Shoestring Acacia,37.75815412,-122.4236212
217541, Spanish Dagger,37.75086767,-122.46241289999999
25871, Sycamore: London Plane,37.8020255,-122.4003557
127670, Indian Laurel Fig Tree 'Green Gem',37.77716737,-122.42296040000001
237057, Kwanzan Flowering Cherry,37.76631636,-122.4232068
241619, Swamp Myrtle,37.73504883,-122.41246140000001
117778, Spanish Dagger,37.77963153,-122.49902079999998
60799, Cherry Plum,37.77983262,-122.44881709999999
194240, Olive Tree,37.73579847,-122.3855578
1781, Brisbane Box,37.71530726,-122.39889209999998
180274, Swamp Myrtle,37.73027774,-122.4322063
125278, Blackwood Acacia,37.80088861,-122.42090359999999
204991, Hybrid Strawberry Tree,37.73417058,-122.43683519999999
136697, Irish Yew,37.80201788,-122.4187314
199606, Spanish Dagger,37.76115685,-122.3976467
97586, New Bradford Pear,37.77191508,-122.4372765
28991, Raywood Ash,37.77095304,-122.4103717
106611, Lemon Bottlebrush,37.75517889,-122.40175890000002
117138, Bronze Loquat,37.74161138,-122.40115490000001
247073, Red Ironbark,37.7421745,-122.43301740000001
223648, Indian Hawthorn  'Majestic Beau',37.76206973,-122.41664140000002
423, Flowering Plum,37.78590196,-122.48003729999999
68358, Cherry Plum,37.77547343,-122.4801866
107918, Small-leaf Tristania 'Elegant',37.77937256,-122.46746609999998
28413, Mexican Fan Palm,37.7316257,-122.4472915
143391, Sycamore: London Plane,37.7797714,-122.4135674
204243, Strawberry Tree,37.72808513,-122.46485520000002
39935, Red Flowering Gum,37.71366064,-122.4068173
61789, Victorian Box,37.75378399,-122.40140729999999
10049, Lemon Bottlebrush,37.76499148,-122.4239873
12659, Red Flowering Gum,37.78647122,-122.4707568
6502, Blackwood Acacia,37.74067953,-122.38399309999998
30445, Indian Laurel Fig Tree 'Green Gem',37.80101957,-122.40510330000001
185480, Monterey Pine,37.74117346,-122.49404640000002
23704, Laurel Fig,37.792802200000004,-122.42627859999999
206958, Juniper,37.73240481,-122.4476457
181473, Canary Island Pine,37.75981347,-122.4952639
86381, Ornamental Cherry,37.76043152,-122.4845031
87879, New Zealand Xmas Tree,37.80642835,-122.4365086
238777, Sycamore: London Plane,37.7541965,-122.41350290000001
117999, New Zealand Xmas Tree,37.78067401,-122.4969443
117056, Victorian Box,37.78859318,-122.4537338
35924, Hybrid Strawberry Tree,37.79287383,-122.4390314
187580, Coral reef araucaria,37.71491733,-122.41104540000002
129643, Glossy Privet,37.80242598,-122.4167494
129957, Brisbane Box,37.79708522,-122.4274723
181771, Blackwood Acacia,37.7640292,-122.48692549999998
97339, Japanese Mockorange,37.74279933,-122.47940279999999
47781, Ornamental Pear,37.80435257,-122.4132736
2648, Purple-Leaf Plum,37.78742224,-122.429325
231263, New Zealand Xmas Tree,37.73581249,-122.40953970000001
28733, Southern Magnolia,37.74497286,-122.3921056
141173,Unknown,37.7818972,-122.4366428
226642, Japanese Privet,37.75919109,-122.4240908
97689, Mexican Fan Palm,37.723789000000004,-122.45709129999999
162926, Trident Maple,37.71913277,-122.4572289
131033, Showy Crab Apple: Japanese Crabapple,37.795066600000006,-122.44665790000002
180665, Karo Tree,37.70970068,-122.4326309
127741, Indian Laurel Fig Tree 'Green Gem',37.79345817,-122.41613170000001
28119, Red Maple,37.74623968,-122.4202202
186666, Coast Redwood,37.76053104,-122.4960303
262230, Brisbane Box,37.74602720000001,-122.46285290000002
223698, Monterey Cypress,37.73761252,-122.4255404
215533, Chinese Elm,37.73922355,-122.4633903
62205, Flaxleaf Paperbark,37.72809039,-122.43840159999998
207479, Purple Hopseed Bush,37.729833500000005,-122.44457179999999
134603, Sycamore: London Plane,37.78887348,-122.4218514
220113, Cyclops wattle,37.76226373,-122.43759890000001
91814, Yarwood Sycamore,37.75549819,-122.41212140000002
191253, Sweet Bay: Grecian Laurel,37.76178823,-122.3907187
11436, Ornamental Pear,37.79390727,-122.42465159999998
160201, Maidenhair Tree,37.71521239,-122.43504890000001
332, Red Flowering Gum,37.72504926,-122.474754
67478, Cherry Plum,37.77780502,-122.43774850000001
220847, Lemon Bottlebrush,37.74714213,-122.4059398
43183, Small-leaf Tristania 'Elegant',37.72567569,-122.41380829999999
126198, Red Flowering Gum,37.79102326,-122.4464376
177664, New Zealand Xmas Tree,37.72052787,-122.4106581
3904, Samuel Sommer Magnolia,37.76761201,-122.43573880000001
190394, Maidenhair Tree,37.74935921,-122.4012807
188304, Weeping Bottlebrush,37.76168831,-122.38894690000001
224832, Indian Laurel Fig Tree 'Green Gem',37.75329407,-122.42665320000002
20672, Monterey Cypress,37.75891826,-122.4955876
218762, Swamp Myrtle,37.73387619,-122.4430785
135698, Cherry Plum,37.7913092,-122.4492602
206965, Crape Myrtle,37.72992472,-122.44959170000001
248065, Coast Redwood,37.74513268,-122.4058629
207736, Coppertone Loquat,37.76354985,-122.4757182
211859, Victorian Box,37.73311152,-122.4523094
20191, Victorian Box,37.78024798,-122.4346337
29237, New Zealand Xmas Tree,37.75124672,-122.49982179999999
182119, Myoporum,37.74209305,-122.485378
5787, Brisbane Box,37.76918806,-122.4323507
207451, Purple Hopseed Bush,37.74064952,-122.44764070000001
214343, Mariposa Plum,37.718020200000005,-122.471718
125418, Silver Maple,37.79604386,-122.4209969
183548, American Sweet Gum,37.739400599999996,-122.47965970000001
229053, Brisbane Box,37.75494967,-122.42597090000001
20147, Banyan Fig,37.77882774,-122.43356440000001
120213, New Zealand Xmas Tree,37.78040842,-122.4846616
191631, Brisbane Box,37.78514339,-122.40491670000002
13833, Sycamore: London Plane,37.7829378,-122.40967109999998
115733, Red Maple,37.73751531,-122.4643135
9877, Lemon Bottlebrush,37.7876637,-122.42529259999999
241661, Swamp Myrtle,37.74621473,-122.4238642
209163, Silver Dollar Eucalyptus,37.73387868,-122.46711859999999
128360, Indian Laurel Fig Tree 'Green Gem',37.80335448,-122.4020953
226568, Indian Laurel Fig Tree 'Green Gem',37.74618172,-122.4204844
140946, Red Flowering Gum,37.78299192,-122.438538
224050, Bronze Loquat,37.75618723,-122.43384590000001
96955, Bronze Loquat,37.77455346,-122.4836344
17782, Red Ironbark,37.788979499999996,-122.42505590000002
187732, Blackwood Acacia,37.73362714,-122.3845648
13983, Sycamore: London Plane,37.77936682,-122.4137378
179262, Ornamental Pear,37.72582109,-122.42374579999999
203574, Peppermint Willow,37.73244618,-122.4358229
124671, Victorian Box,37.78422001,-122.4589835
17713, Glossy Privet,37.78136961,-122.4356039
31050, Ornamental Cherry,37.71189586,-122.4320257
5971, Victorian Box,37.78122548,-122.43304779999998
250413, New Zealand Xmas Tree,37.78887223,-122.48554509999998
52766, Small-leaf Tristania 'Elegant',37.79602705,-122.40916419999999
191698, Edible Loquat,37.74672143,-122.38856899999999
132529, Victorian Box,37.80174198,-122.443525
231209, New Zealand Xmas Tree,37.7503826,-122.4234748
62043, Fern Pine,37.78203198,-122.39478229999999
224506, Chinese Banyan,37.75875875,-122.4147844
204007, Blackwood Acacia,37.73987676,-122.46384950000001
84321, Olive Tree,37.77536097,-122.4866245
230417, Saint Mary Magnolia,37.73406613,-122.4299254
227141, Primrose Tree,37.76231376,-122.4512071
190158, Indian Laurel Fig Tree 'Green Gem',37.79403814,-122.3943388
245117, Cherry Plum,37.77217182,-122.44238670000001
7152, Laurel Fig,37.77594422,-122.4311331
139323, Sycamore: London Plane,37.78542351,-122.4258318
230257, Southern Magnolia,37.74160737,-122.4288162
143075, Chinese Elm,37.80200907,-122.4079071
92261, Brazilian Pepper,37.77753355,-122.49670659999998
238302, Kwanzan Flowering Cherry,37.75871413,-122.4370813
3443, Lemon Bottlebrush,37.74559263,-122.4443365
193327, Little Gem Magnolia,37.75422062,-122.38901429999999
231726, Mayten,37.74945078,-122.4212686
232733, New Zealand Xmas Tree,37.74944978,-122.43158290000001
91630, Aristocrat Callery Pear,37.74933867,-122.4160399
202450, Brisbane Box,37.78498108,-122.3910764
54983, Swamp Myrtle,37.77651145,-122.47472340000002
205485, Dracena Palm,37.72755646,-122.4460439
245918, Maple,37.77068679,-122.43692709999999
113645, Brisbane Box,37.77527096,-122.41598379999999
226723, Glossy Privet,37.754115500000005,-122.4073407
87774, Swamp Myrtle,37.73600479,-122.43420859999999
211228, Monterey Pine,37.747579200000004,-122.46442979999999
108161, Sycamore: London Plane,37.79916793,-122.4242774
224613, Chinese Banyan,37.75288414,-122.44466609999998
2650, Victorian Box,37.78761994,-122.42936940000001
176204, Purple Hopseed Bush,37.72887341,-122.4356733
13770, Sycamore: London Plane,37.78479322,-122.4072313
142899, Ornamental Pear,37.79431654,-122.42134890000001
211621, Victorian Box,37.74595676,-122.46220190000001
220360, Japanese Maple,37.7619178,-122.41885729999998
86438, Ornamental Cherry,37.7397251,-122.4839751
131489, New Zealand Xmas Tree,37.782117,-122.4124293
251047, New Zealand Xmas Tree,37.78013787,-122.4806285
258063, California Lilac 'Ray Hartman',37.71966907,-122.4452847
212127, Red Flowering Gum,37.72535807,-122.45820490000001
192186, American Ash,37.79114736,-122.3922118
130727, Southern Magnolia,37.79385384,-122.44641609999998
4787, Sycamore: London Plane,37.78490774,-122.4608366
219620, Hybrid Strawberry Tree,37.75508469,-122.4235331
105542, Indian Laurel Fig Tree 'Green Gem',37.79924858,-122.4340408
225354, Indian Laurel Fig Tree 'Green Gem',37.77198649,-122.4199108
218558, Swamp Myrtle,37.73060154,-122.47360570000001
187522, Mexican Fan Palm,37.71384142,-122.3984352
182735, Victorian Box,37.754617100000004,-122.48410420000002
29575, Cotoneaster,37.72991183,-122.4721256
250911, Victorian Box,37.78395114,-122.48939299999999
224810, Indian Laurel Fig Tree 'Green Gem',37.74505248,-122.42893600000001
118267, Sycamore: London Plane,37.7762791,-122.4963621
250741, Red Flowering Gum,37.78515321,-122.4898594
52911, Cherry Plum,37.75894444,-122.40383090000002
143319, Sycamore: London Plane,37.78239613,-122.4102574
123055, Olive Tree,37.77833171,-122.4715365
9928, Indian Laurel Fig Tree 'Green Gem',37.79386576,-122.4264928
37150, Western Redbud,37.74722035,-122.4227692
46284, New Zealand Xmas Tree,37.77470346,-122.5102284
47191, Southern Magnolia,37.78096707,-122.48703959999999
97605, Evergreen Pear,37.77673269,-122.42370090000001
233171, Olive Tree,37.76648139,-122.44612620000001
201533, Toyon,37.73035035,-122.37304820000001
3500, Holly Oak,37.74255243,-122.3812689
97391, Sycamore: London Plane,37.75468559,-122.43290459999999
123550, Red Flowering Gum,37.78746701,-122.46375259999998
124926, Blackwood Acacia,37.78835532,-122.45556189999999
68938, Maidenhair Tree,37.77841691,-122.469545
69002, New Zealand Xmas Tree,37.74872807,-122.50303240000001
72489, Drake's Chinese Elm,37.7500984,-122.4239003
32091, Cherry Plum,37.75932685,-122.4330876
115745, Laurel Fig,37.76416826,-122.4319499
192207, Ash Spp,37.77131513,-122.4111018
220452, Red Maple,37.76003613,-122.40985570000001
108907, Swamp Myrtle,37.744187200000006,-122.41925069999999
200832, Banyan Fig,37.76589769,-122.4067838
134459, Sycamore: London Plane,37.78022993,-122.41970659999998
177659, New Zealand Xmas Tree,37.7213586,-122.4023991
105684, Chinese Banyan,37.77182435,-122.4038817
5549, Southern Magnolia,37.75413287,-122.42523419999999
10891, Lemon Bottlebrush,37.73433937,-122.3826997
190866, Golden Rain Tree,37.77511979,-122.3942781
180137, Swamp Myrtle,37.71748235,-122.43693859999999
187449, Cajeput,37.71832844,-122.4397331
241282, Aristocrat Callery Pear,37.75212272,-122.4032105
246774, Edible Loquat,37.74327642,-122.4099321
10743, Silver Dollar Eucalyptus,37.73252507,-122.3804241
65898, Russet Magnolia,37.78233538,-122.45770320000001
129577, Glossy Privet,37.79218033,-122.441171
231951, Heath Melaleuca,37.76066625,-122.4206791
142191, Sycamore: London Plane,37.7744256,-122.44165749999999
176420, Chinese Banyan,37.71010211,-122.397301
13130, Lemon Bottlebrush,37.800414,-122.4302223
89533, Holly Oak,37.77738305,-122.5034679
128214, Indian Laurel Fig Tree 'Green Gem',37.80089532,-122.40039499999999
136171, Ornamental Pear,37.80224395,-122.40263030000001
181663, Blackwood Acacia,37.76329373,-122.48792350000001
14230, Sycamore: London Plane,37.76895026,-122.4273213
53081, Hybrid Strawberry Tree,37.75187146,-122.49879920000001
127687, Indian Laurel Fig Tree 'Green Gem',37.79297262,-122.40970729999998
106807, Evergreen Pear,37.78235103,-122.4556946
219270, Juniper,37.76515084,-122.47167309999999
181387, Coast Redwood,37.75774047,-122.4951342
16382, Red Maple,37.71579627,-122.444717
191967, Silver Dollar Eucalyptus,37.73336006,-122.38192020000001
121945, Victorian Box,37.78497357,-122.47533840000001
241138, Emerald Arborvitae,37.75727332,-122.4285473
180454, Small-leaf Tristania 'Elegant',37.72461711,-122.41320049999999
181584, Monterey Pine,37.76362639,-122.4956491
184533, New Zealand Xmas Tree,37.75080682,-122.50748020000002
11875, Walnut: Black (s.calif),37.71060425,-122.47095729999998
5106, Southern Magnolia,37.73652863,-122.4345491
247257, Banyan Fig,37.77097876,-122.45372409999999
233349, Japanese Black Pine,37.74658782,-122.4335877
177532, Cajeput,37.72540558,-122.40807659999999
219617, Hybrid Strawberry Tree,37.75503256,-122.424499
139437, Victorian Box,37.77752385,-122.4323743
204232, Strawberry Tree,37.76381818,-122.46424240000002
41382, Evergreen Pear,37.74934485,-122.4212416
29365, Brisbane Box,37.73617309,-122.4699605
140623, Sycamore: London Plane,37.777006799999995,-122.4299892
232183, New Zealand Xmas Tree,37.76663798,-122.4388847
226804, Jacaranda,37.75665366,-122.42619479999999
21223, Monterey Cypress,37.74236912,-122.4946133
176200, Purple Hopseed Bush,37.72305112,-122.404926
235843, Cherry Plum,37.75596365,-122.40915030000001
198310, Small-leaf Tristania 'Elegant',37.7855646,-122.39029199999999
72449, Chinese Elm,37.78731753,-122.4533485
128762, Indian Laurel Fig Tree 'Green Gem',37.78700675,-122.40497959999999
232239, New Zealand Xmas Tree,37.73438411,-122.43079920000001
90819, Hybrid Strawberry Tree,37.77403053,-122.49162749999999
101650,Unknown,37.78017566,-122.447668
51043, Karo Tree,37.75771992,-122.4993586
43037, Swamp Myrtle,37.79348068,-122.3986094
219971, Hybrid Strawberry Tree,37.75990832,-122.4391908
9958, Sycamore: London Plane,37.77819799,-122.4198085
194849, Victorian Box,37.78326335,-122.38927240000001
113525, Southern Magnolia,37.79455043,-122.4057555
127137, Indian Laurel Fig Tree 'Green Gem',37.79254718,-122.4329763
231228, New Zealand Xmas Tree,37.76094831,-122.40993940000001
233333, Monterey Pine,37.76374035,-122.4395514
228772, Brisbane Box,37.77606753,-122.4213501
250734, Lemon Bottlebrush,37.78502425,-122.48968570000001
137011, Chinese Elm,37.79304029,-122.44511159999999
116361, Sycamore: London Plane,37.79276071,-122.4388451
117879, California lilac,37.7771403,-122.50271599999999
220126, Blackwood Acacia,37.76267782,-122.42487949999999
178497, Victorian Box,37.73055844,-122.4141523
13627, Sycamore: London Plane,37.78950691,-122.4013209
244402, Lombardy Poplar,37.77435557,-122.42408329999999
82912, Hybrid Strawberry Tree,37.72958287,-122.4168967
36678, Queen Palm,37.76565186,-122.42319950000001
250943, Yew Pine,37.78495888,-122.48839240000001
239834, Ornamental Pear,37.74125064,-122.4169135
3623, New Zealand Xmas Tree,37.74269484,-122.381014
46415, Saint Mary Magnolia,37.76296775,-122.3878878
198451, Chinese Elm,37.76429443,-122.3904814
237698, Cherry Plum,37.76443896,-122.4311905
185925, Monterey Pine,37.74935523,-122.4946513
213488, Kwanzan Flowering Cherry,37.73019003,-122.4581254
119994, Victorian Box,37.77921441,-122.48996149999999
210043, New Zealand Xmas Tree,37.731674,-122.44237009999999
127557, Indian Laurel Fig Tree 'Green Gem',37.78525337,-122.4091597
200858, Sycamore: London Plane,37.77967012,-122.4131936
20124, Laurel Fig,37.77470394,-122.4330912
125344, Big Leaf Maple,37.79888049,-122.41444479999998
62715, Cherry Plum,37.79909767,-122.41743670000001
211560, Victorian Box,37.73386532,-122.46955679999999
238209, Kwanzan Flowering Cherry,37.75460968,-122.4314703
32989, Chinese Elm,37.78432408,-122.3984229
237767, Cherry Plum,37.76459083,-122.4412602
41930, Washington Hawthorn,37.778220700000006,-122.46184469999999
104925, Hybrid Strawberry Tree,37.77761089,-122.4866311
7906, Victorian Box,37.78552073,-122.4229477
7302, Evergreen Pear,37.78735042,-122.433448
256899, Swamp Myrtle,37.74884719,-122.4922883
210330, New Zealand Xmas Tree,37.76186034,-122.47131440000001
49957, Southern Magnolia,37.77610415,-122.4490334
224807, Indian Laurel Fig Tree 'Green Gem',37.74564512,-122.42917849999999
196922, Ornamental Pear,37.77827627,-122.40630449999999
13185, Banyan Fig,37.79981721,-122.43534720000001
244197, Ash,37.77250959,-122.4306007
125097, Blackwood Acacia,37.78945739,-122.44588940000001
201686, Silver Dollar Eucalyptus,37.77383901,-122.40784199999999
32590, Swamp Myrtle,37.76229475,-122.4932331
225117, Eastern Redbud,37.74498824,-122.41897420000001
208731, Southern Magnolia,37.75631616,-122.46677509999999
26376, Swamp Myrtle,37.71570628,-122.45066969999999
27687, Brisbane Box,37.76383757,-122.4241278
218608, Swamp Myrtle,37.75182347,-122.47516110000001
139000, Sycamore: London Plane,37.77508092,-122.4326625
136268, Evergreen Pear,37.79344836,-122.4085969
56537, Swamp Myrtle,37.75040702,-122.47682959999999
189142, California Buckeye,37.74670081,-122.3882256
128128, Indian Laurel Fig Tree 'Green Gem',37.80636622,-122.41704909999999
32271, Sycamore: London Plane,37.7931159,-122.4370785
186319, Monterey Pine,37.7531968,-122.4948703
206988, Primrose Tree,37.76371855,-122.46836110000001
3067, Sycamore: London Plane,37.78784301,-122.4414591
26612, Bronze Loquat,37.72729125,-122.40187759999998
230268, Southern Magnolia,37.73540173,-122.4334017
12273,Unknown,37.77765573,-122.4266051
143082, Silver Maple,37.80256714,-122.4070149
98735, Sycamore: London Plane,37.77818195,-122.42252479999999
15659, Swamp Myrtle,37.73622897,-122.42429109999999
138504, Banyan Fig,37.78560324,-122.4363633
135131, Sycamore: London Plane,37.80846424,-122.4107909
43159, Karo Tree,37.726414899999995,-122.42066990000001
26348, Swamp Myrtle,37.71481946,-122.4516584
208214, Brisbane Box,37.73673821,-122.46921470000001
6601, Maidenhair Tree,37.74139607,-122.3853059
196851, Ornamental Pear,37.77237193,-122.3939773
50729, Sycamore: London Plane,37.79022448,-122.44458390000001
118632, Dracena Palm,37.77985585,-122.5071982
192621, Brisbane Box,37.71977606,-122.3966689
32574, Brisbane Box,37.75700092,-122.41683700000002
7831, Swamp Myrtle,37.78206732,-122.42224909999999
